text,sentiment
"lauren hynde ( shannyn sossamon ) is technically a virgin . 
",neut
"the story follows a year in the life of the hemples , a family that takes home schooling to an extreme - and has for generations . 
",neut
"koishi also has a personal mission to fulfil in malaya to find the malay man who married his mother ( in other words , his father ) when she served as a japanese spy prior to the occupation . 
",neut
"to vaughn , lena embodies the society that has rejected him . 
",neut
"needless to say , both carlos and mickey are burning to get out of the heights . 
",neut
"in 19th-century new mexico , a father ( tommy lee jones ) comes back home , hoping to reconcile with his adult daughter maggie ( cate blanchett ) . 
",neut
"as this sacrifice draws to its close , our story begins . 
",neut
"styled after vh1's "" behind the music , "" this mockumentary profiles the rise and fall of an internet startup , called icevan . com . 
",neut
"the story line follows how making the film transforms the life of an 18-year-old man hired as a driver on the production . 
",neut
"a year later , strange things start to happen , as each person that was connected to the hit and run incident is being killed . . . one 
",neut
"danny , who gets paranoid and makes a scene while they watch "" der lift "" ( a black &#38 ; white german horror movie ) and hallucinates about being the actor in the film ( ricardo mamood ) , has not the courage to face a girl half his age . 
",neut
"yet it was his little-known artistic pursuits before the war that honed his discerning eye . 
",neut
"dennis clegg is in his thirties and lives in a halfway house for the mentally ill in london . 
",neut
"rachel soon finds herself involved with the playground and on the killers hitlist . 
",neut
"when the switchblade , the most sophisticated prototype stealth fighter created yet , is stolen from the u . s . government , one of the united states' top spies , alex scott ( owen wilson ) , is called to action . 
",neut
"it is a look into one of the major social issues of the 21st century , inmigration . 
",neut
"lilli black , battling her painful memories and the secrets surrounding her dying father , collides into the complicated and obsessive life of morrison wiley on the streets of new york city . 
",neut
"this is peter's story ; an 18 year old boy who takes a journey through a conservative southern all-male university in order to discover himself . 
",neut
"the movie is based on jane smiley's novella the age of grief , and centres on a dentist , played by campbell scott , who has a strange dream that blurs the boundaries between fantasy and reality . 
",neut
"rajani plans to offer her daughter to an older man , a rich husband and protector to her daughter . 
",neut
"she bets ( against all logic ) to be able to build a new palace for caesar within three months . 
",neut
"he dumped her right after he got what he wanted without any explanation . 
",neut
"sanjana and aditya retreat to ooty to give a last chance to their crumbling marriage . 
",neut
"as the day unfolds , the decisions become clearer and yet more difficult to make as the characters question what the true meaning of their lives are . 
",neut
"meanwhile , more people end up dead . . . 
",neut
"the path becomes blurred and treacherous and peter learns that only by relying on the strength of strangers will he be able to heal himself . 
",neut
"he tries , with his family's support , to find a job and live a normal life . 
",neut
"when he arrive she finds that his cousin has lied and that he lives in a flat above a shop with illegals etc . however he sets out to be a film star and auditions for a role that he gets . 
",neut
"but there is indie rock , a restless entrepreneurial spirit , and carly , morgan and chuck , three optimistic post college grads , ready to make their splash in the world . 
",neut
"a true story set in modern times to bring people closer to the knowledge that there is a better way . 
",neut
"tina tyler cleverly directs five vignettes with unabashed sexual prowess . 
",neut
"he is going to sweden , and invites lilja to come along and start a new life . 
",neut
"looking for a good story she also meets a welfare official , thomas , who also thinks that the foundation should be looked into . 
",neut
"scientists discover that the earth's core is about to stop spinning . 
",neut
"during the course of the story we also learn that his father died at age 40 ; and now , as jones approaches his 40th birthday , he suffers from "" survivor's guilt . "" 
",neut
"well , bruce nolan , played by jim carrey , gets that chance after he freaks out on live tv , is fired and is offered a new job by an unknown place . 
",neut
"hakimi stops his car and sees a girl is trapped in the car . 
",neut
"later , otte distributes the donations he's collected throughout the year . 
",neut
"conveniently numbed and estranged from her surroundings , lillian sleepwalks through life . 
",neut
"but fate and their youthful dreams still have tricks to play . . . 
",neut
"and most of the eyewitnesses have rather too conveniently died . 
",neut
"in the middle of loneliness , and after realizing that filmmaking is more than just filming , he decides to start over again . 
",neut
"the doctor delivers the news that this has been a false pregnancy , one in which the embryo never develops . 
",neut
"each has their reason for wanting to be there - fame , money , adventure . 
",neut
"the sister kills herself when she finds out there is no money to pay for her transplant , and while he is burying her body near the stream they used to play in , the daughter accidentally drowns . 
",neut
"money's tight , relationships are tough and all around us , media and advertising constantly bombard us with competing messages . 
",neut
"through his grandmother's boundless patience and devotion , he learns to embrace empathy , humility and the importance of family . 
",neut
"gradually we learn of joe's past relationship with the dead woman . 
",neut
"andy spirals down into crack addiction and becomes a homeless prostitute and mike gains stability in his life once he moves in with his loving and supportive aunt . 
",neut
"his mother persuades a renowned entomologist to take them on a trip to the jungle to search for the butterfly , leading to an adventure that will transform their lives . 
",neut
"siti accepts the challenge , as this will help the popularity and rating of her show "" cable news international "" to increase . 
",neut
"as their relationship builds jenny starts to struggle in her religious beliefs and her new lifestyle . 
",neut
"a corrupt cop is more interested in the money on the criminals he catches than justice ; a young woman discovers she's pregnant , and her boyfriend is unfeeling ; and a young man calls a prostitute it's the first time for both , and neither can go through with it . 
",neut
"soon , they discover that their x-laced escapades are to be interrupted by zombies and monsters that attack them on the ground , from the air , and in the sea , ruled by an evil entity in the house of the dead . . . 
",neut
"as burke teaches him the ropes and the rules of the game , james quickly rises through the ranks and falls for layla ( moynahan ) , one of his fellow recruits . 
",neut
"subconscious art : a product of artistic merit that was created without conscious artistic intentions . 
",neut
"in betsy , she finds a dark mirror of herself - a lonely , angry , complex woman whose own troubled past proves disturbingly close to her own . 
",neut
"emerging from the human psyche and showing characteristics of abstract expressionism , minimalism and russian constructivism , graffiti removal has secured its place in the history of modern art while being created by artists who are unconscious of their artistic achievements . 
",neut
"his peace is shattered in august 1947 , however , when india is granted independence . 
",neut
"originally a 30 minute portion for an anthology film , impostor was retooled into a full length feature film . 
",neut
"besides a few survivors , the only two who know about freddy's plans are teenagers lori ( monica keena ) and will ( jason ritter ) . 
",neut
"elisabeth m&#225 ; rton's film relates , restages and remembers the tragic story of spielrein's life as gleaned from a box of her papers discovered in 1977 in the cellar of geneva's former institute of psychology . 
",neut
"the film stars jim caviezel as dantes , a sailor who is falsely accused of treason by his best friend fernand ( guy pearce ) , who wants dantes' girlfriend mercedes ( dagmara dominczyk ) for himself . 
",neut
"this very strong cultural identity , different from the us model allows blanca li to give an original point of view on today's melting pot of french urban youngsters . 
",neut
"this roller coaster tale teams a young man , will turner , with an unlikely ally in rogue pirate jack sparrow . 
",neut
"it teaches the importance and understanding of life and death . it 
",neut
"tony stilano and trev spackneys both own , live over and work in adjoining take-away fish shops in melbourne . 
",neut
"in india , with ben's help , the couple intends to retrieve their ailing sick daughter , who is stuck in a buddhist monastery in a far off and remote village . 
",neut
"in 1650 , capt . jameson macaulay has decided to remarry and returns to his castle to take down his deceased wife's portrait . 
",neut
"madison , the "" new girl in town , "" quickly sets her sights on the impressionable ben . 
",neut
"a friendly vacation for four old friends - two couples from college - turns ugly . . . then 
",neut
"he has already written the script but does not have the means of financing his project . 
",neut
"then there's nicole , who gets her orgasmic intimacy watching chan every night . 
",neut
"daphne then must struggle with a snobby half-sister and with following the social obligations expected of her while maintaining her own identity . 
",neut
"in the vein of raiders of the lost ark , this action packed thriller takes us on a roller coaster ride from the bone chilling cold of moscow to the mystical beauty of india . 
",neut
"but before he can get to him she sets out with her father to south africa . 
",neut
"their daughter rachel cleans in a home for elderly people , and their son rory is unemployed and aggressive . 
",neut
"set in the early 1970's , this is the tale of a young man whose fiancee has been killed , but who finds himself falling for another woman even while he is still living with his fiancee's grieving parents and being drawn into the legal battle to bring her killer to justice . 
",neut
"'arroz con mango' is a spanish phrase which means 'what a mess ! ' 
",neut
"he uses radical methods to get some mation from magneto , and plans an attack to prof . xavier's mutant school when there is only wolverine and the young students ( jean grey and storm are looking for a new mutant , nightcrawler , and xavier and clycops are in magneto's plastic prison ) . 
",neut
"however , nicholas cannot keep the creature hidden forever and must eventually face his own feelings . 
",neut
"he moves around the urban landscape from park bench to bus bench with his best friend , an aging dog named bones . 
",neut
"the story takes place over the course of a day , when the couples get together for an afternoon of dining , drinking , and hot tubbing . 
",neut
"when the professor turns up missing , one of his students , jake whitcomb , finds the professor's journal , inside of which is a copy of the map . 
",neut
"louis is a struggling painter whose life is turned upside down when his wish comes true and he becomes trapped in his own paintings . 
",neut
"raj has always had a unrequited childhood crush on a friend named tina , but tina's best friend pooja has always had a crush on raj . 
",neut
"but after sigmund freud's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings . 
",neut
"well , robert's not a suitable chinese girl - but is he gay ? 
",neut
"although their characters and temperaments couldn't be less alike , 19-year olds wei and jie are best friends . 
",neut
"paravasu's young brother arvasu ( milind soman ) is in love with a tribal girl , nittilai ( sonali kulkarni ) . 
",neut
"this romantic comedy , described as an african-american when harry met sally . . . , centers on a romance between an a&#38 ; r exec , dre ( diggs ) , at a hip-hop label and a magazine editor , sidney ( lathan ) , who have known each other since childhood . 
",neut
"the three roommates have proudly scammed their way through the last four years of college and now , during the final exams , these big-men-on-campus are about to be busted by the most unlikely dude in school . 
",neut
"when the general he's sent to kill delays his return to the country , john passes the time with manuela , a beautiful dancer who becomes his teacher and guide into argentina's sensual world of the tango . 
",neut
"the brittle containment of the surface is no match for the volatile eruptions from the unspoken interior - a harrowing and erotic underworld of need and confession that permits the release of all that has been silenced . 
",neut
"this may be the last chance that these stories may be documented , for unlike film and television , live theatre exists only in the memories of those who were there watching , or more importantly , creating this magic . 
",neut
"the story of ussr's first nuclear ballistic submarine , which suffered a malfunction in its nuclear reactor on its maiden voyage in the north atlantic in 1961 . 
",neut
" "" secondhand lions "" follows the comedic adventures of an introverted boy ( osment ) left on the doorstep of a pair of reluctant , eccentric great-uncles ( caine and duvall ) , whose exotic remembrances stir the boy's spirit and re-ignite the men's lives . 
",neut
"but his yearning for expression , love and devotion stays unsatisfied . 
",neut
"dogville may regret it ever began to bare its teeth . . . 
",neut
"and what's worse , it might be coming back to get her . . . 
",neut
"abandoned and filled with a mysterious past , holy angel school for girls is about to reveal its secrets of betrayal , jealousy , and vengeance . 
",neut
"nomad explores the futility of insulating oneself from the sometimes painful reality of human interaction . 
",neut
"anmol comes to india with his father-in- law ( paresh rawal ) and the moment they step into india they are picked up by choto chhatri ( johny lever ) , who takes them to a local goon , eaida anna ( sunil shetty ) . 
",neut
"using everything from closely mic-ed subjects to infrared video standing by yourself gets uncomfortably close to its subjects as they get drunk and high , squander money , rip-off their parents , and get in trouble with pretty much everyone in their paths as a conduit to simply having a good time . 
",neut
"doctors aren't supposed to play god , but someone's decision years before has driven a killer over the brink . 
",neut
"veteran film director matty bonkers ( bob rafelson ) , a hollywood legend , arrives in berlin for an honorary retrospective tribute . 
",neut
"as the girls begin to bond , laura gradually begins to find herself abandoning the safety of the fantasy and falling into her first real friendship . 
",neut
"the film culminates with the band's arrival on the u . s . stage at wolf trap national park . 
",neut
"moved in his heart with the urgency to reach out for christ , he gets an idea to try and reach the masses in his city for jesus . 
",neut
"in the tradition of storytelling , the filmmaker creates a visual parable about the hasidic community that she left as a teenager . 
",neut
"when the three precogs , who only work together , floating connected in a tank of fluid , have a vision , the names of the victim and the perpetrator as well as video imagery of the crime and the exact time it will happen , are given out to the special cops who then try to prevent the crime from happening . 
",neut
"in the heat of the moment dante blames lucy saying , "" you never wanted this baby . 
",neut
"kat and shaun are both bandleaders struggling to make a name for themselves in the contemporary music industry . 
",neut
"lars von trier re-explores the concept of goodness , but this in an idiom very different from that of his gold heart trilogy ( breaking the waves , the idiots and dancer in the dark ) . 
",neut
"his mother demands that he quickly make up for the lost money by committing an ill conceived and dangerous robbery . 
",neut
"to help things out , lena hires boey , an expert on babies , to join the team . 
",neut
"mrs meitlemeihr is a film that dares to ask one of the greatest what-if-questions of the century . 
",neut
"her world changes when she meets courtenay , a compulsive liar who brags about the suicide note in her back pocket . 
",neut
"a young man in his early early 20's discovers his first love is getting married so he drops everything to travel across california and stop her , with no money and no car , where he discovers life , love and secrets from his past . 
",neut
"their only common bond is the vague promise of riches at the end of their journey as they try to stay one step ahead of santiago , a violent gangster out for their blood and gaining on them all the time . 
",neut
"beary barrinson , a ten-year-old bear cub raised by humans , heads for tennessee to find his birth family . 
",neut
"they gradually find themselves drawn to each other but , as their remarkable story plays out , the obstacles to their happiness prove all but insurmountable . 
",neut
"set 10 years after the events in "" the phantom menace "" . 
",neut
"tom is a charismatic late-night radio talk show host , whose unconventional upbringing has made him a little too quick to fall in love and marry , resulting in three divorces before the age of 40 . 
",neut
"watch as superfag with the help of his zany superfriends , taco chick and salsa girl , the incredible dyke , the bionic old lady , supermomma , disco diva , the wonder trannies and many more , fight against the evil fiend , professor peckerhead who attempts to rid the world of homosexuality forever ! 
",neut
"shot on wide screen digibeta , sendak with his night kitchen theater partner , arthur yorinks and pilobolus artistic directors robby barnett , michael tracy , and jonathan wolken shows us the tenacity and wit that drive the creative process when serious artists work together . 
",neut
"that is the question that plagues steve richards ( john stamos ) and eric meyer ( daniel london ) in the comedy "" grownups . "" 
",neut
"they are all confronted with the consequences of their selfish actions . 
",neut
"upon his arrival he hears talk about monroe hutchen ( snipes ) who is the top ranked prison boxing champ 10 years running . 
",neut
"stephen stalls his interrogators with stories of his affair with toni , while she risks her freedom by seducing an employee in the d . a . 's 
",neut
"'while you were waiting' explores the complex relationship between cigarette addiction and its effects on family members . 
",neut
"the couple is reunited and together face a hostile and unbelieving world . 
",neut
"ultimately she discovers that what appears on the surface to be true quite often is not . 
",neut
"the phantom , feeling betrayed , kidnaps christine and brings her to his lair where he plans to make her his eternal bride . 
",neut
"our america is the true story of two bright and ambitious chicago teenagers who , living in one of the worst inner-city neighborhoods in the country , get a chance to become reporters for npr . 
",neut
"plot strands involve a trio of lost transvestites , two girls who never leave the toilets , a pair of innocent under-age drinkers and a guy who is determined to pierce his genitalia , but the central story follows ali as she sets out to humilate her former lover , mike , who slept with another woman . 
",neut
"shane bradley , who is fixated on ideas of luck and destiny , tries to win the girl of his dreams . 
",neut
"off the ramp , however , they are sexy , yet alone , in a male dominated society . 
",neut
"regulus : the first nuclear missile submarine is a documentary about the navy's struggle , in the era immediately following wwii , to develop and deploy a submarine-launched nuclear missile . 
",neut
"she travels to various locations of jack's performances , accompanying him afterwards to his bench . 
",neut
"what they don't know , however , is that they're filming near the secret hideout of slobodan pavle , a serbian war criminal . 
",neut
"but fowler soon discovers cho cho is the only dog in the world who can speak to humans . . . 
",neut
"una works as a supermarket cashier hating her work and everybody around : the costumers , the manager , the staff . 
",neut
"the mystery guests soon unleash a stiff sentence of their own , without parole , teaching the judge the consequence of doing unto others as you would have done unto you . 
",neut
"a geo-political thriller where gerry anderson finds that sometimes , everybody really is out to get you . 
",neut
"her husband , eric , becomes obsessed with monitoring his little brother's every move , and colson's moves become increasingly unpredictable . 
",neut
"when his father , who owns a bodega in the heights , is shot in a burglary attempt , carlos is forced to put his dream on hold and run the store . 
",neut
"stevie is already five minutes pregnant by her italian footballer husband . 
",neut
"what if your most controversial act turned out to be the most traditional thing in the world ? 
",neut
"the grandfather teaches the boy a small lesson about growing up , while the boy helps the grandfather , a holocaust survivor , open up and tell his story , for the first time . 
",neut
"mr . stiles has an ulterior motive however , and has enlisted possum lake's sheriff ( darren frost ) and deputy ( melissa dimarco ) to help prevent the lodge from coming up with money to pay the fine . 
",neut
"he's full of ideas on how to change brazilian public health , which is being threatened by yellow fever . 
",neut
"along the way , the filmmakers try to learn from these relationship veterans , while navigating their own fledgling polyamorous relationships . 
",neut
"she has returned to her family's house in greece after many of her friends and family members have died over the years . 
",neut
"when a group of teens win a contest to spend a night in michael myers' childhood home to be broadcast live on the internet , they believe they are in for a little fun and some free publicity . 
",neut
"while working a car insurance scam , toni cutter , a female con artist , accidentally turns a routine collision into a fatality and exposes her lawyer and lover , stephen tally , to felony murder charges from the district attorney . 
",neut
"re-formed by a coded message to their web site , a group of animal rights activists set off to free an imprisoned colleague from a terrifying ordeal . 
",neut
"however both amerika and zed get more than they bargained for when the carpet cleaners carry out their diabolical plan . 
",neut
"brookdale is infested with super-intelligent , supernaturally empowered killer rats , a by-product of forgotten experiments conducted by "" dr . 
",neut
"soledad , the desert artist who accompanies hilary home , hopes this trip will be the start of their new life together . 
",neut
"rather than spreading good cheer , the duo's motive is to rob each establishment , a strategy that becomes complicated when they encounter a precocious 8-year old that teaches them the true meaning of christmas . 
",neut
"frustrated and angered by a system that doesn't seem to work , sam hands in his resignation . 
",neut
"knowing that the legend of the temple describes ancient mystical music as the key to unlock its secrets , jake enlists the help of samantha "" sam "" kincaid , an expert musicologist . 
",neut
"a fairly optimistic representation of family abuse , sexual , psychological and physical violence . 
",neut
"together with his men , mcnamara uses a hero's resolve to carry out his mission , ultimately forced to weigh the value of his life against the good of his country . 
",neut
"when they get there , strange happenings invade the school . 
",neut
"that same day , gunmen take over the high school - using it to hide $300 million worth of cocaine they've hijacked . 
",neut
"however , the babies turned out to be both women . 
",neut
"winnie falls inlove with one of the tucks , jesse , a "" 17 "" year old boy who shares the same feelings for her . 
",neut
"detective mi yun ( played by yum jung-ah ) , and her newly appointed partner , detective kang ( played by ji jin-hee ) , are assigned to the case . 
",neut
" "" bad santa "" is the story of two conmen who go on a road trip to malls dressed as santa and his elf . 
",neut
"at dinner , his father asks him about his new telescope . 
",neut
"straight up : helicopters in action will take audiences on a series of aerial adventures . 
",neut
"when the secret codes controlling a killer nuclear satellite are stolen by the world's most dangerous criminal , america's best agent teams up with a brittish beauty to recover the codes in an endgame of action , betrayal and intrigue . 
",neut
"through simon , patricia strengthens her self-confidence to finally quit chicago . 
",neut
"now faced with the discovery of a bloodied body , a flaming liquor store just off native land that sells millions of cans of beer a year to the native population , and his brother's ongoing self-destruction , rudy goes on a quest to avenge himself , his family , and his culture and to seek justice . 
",neut
"there he encounters dawn's family who tie him down and put him on trail for the murder of the girl years before . 
",neut
"rather than the large chunk of change that many people would expect , ted instead receives his mother's pack of rowdy sled dogs and her property . 
",neut
"two american tourists on a romantic camping trip are brutally murdered . 
",neut
"there starts a dangerous game where the two teenagers that graham is protecting will be implied . 
",neut
"leon ( revilla ) , known as kilabot , is an nbi agent who also works as a tattoo artist by day . 
",neut
"whether it's the fbi swooping in to rescue us in mississippi burning or a fearless teacher storming a "" ghetto "" school to prove our youth can learn as in dangerous minds , we are often offended by such cinematic myths that are more interested in appeasing white liberal sensibilities than raising complex questions about what whites must truly sacrifice if they are sincere about ending racial injustice . 
",neut
"daily prison life is not drab but full of unexpected happenings like a story . 
",neut
"and what dark secret does the house harbour that leaves them feeling as though they're being watched by more than just a million pairs of eyes ? 
",neut
"yet , just beneath the surface , there is an insecurity and fear they cannot face . 
",neut
"she's at a dead end , married to edgar ( henry thomas ) , a petty thief who had his shot and missed long ago , but is too dense to realize it . 
",neut
"isabel ( rica ) and clara ( maui ) , two childhood friends separated by fate . 
",neut
"petra and karl must work together in order to thwart petrov , a cold-blooded gangster , who will kill anyone who gets in his way . 
",neut
"lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel . 
",neut
"when he was a young boy , kyle ( chaney kley ) claimed that while he was sleeping , he accidentally woke up and saw the tooth fairy , who tried to kill him . 
",neut
"suffering from his flashbacks , vince doesn't realize that ellen has also disappeared from the cemetery , right before his eyes . 
",neut
"several years after his release , his drug-using father manny comes back into his life and kilo reluctantly welcomes him back with a job overseeing all of his drug runners . 
",neut
"clayton is then given a special assignment , to root out a suspected mole that has infiltrated the agency . 
",neut
"yet , while all this is going on , sauron's troops mass toward the city of gondor , for the war of the ring is about to begin . 
",neut
"john "" eagle eye "" pennell travels the country collecting his former b-17 crewmen in order to fulfill a pact made many years ago in the heat of battle . 
",neut
"the decision gets complicated when old secrets , false hope , and personal tragedies threaten to break up the band . 
",neut
"a young bounty hunter who makes her living tracking sims , finds herself the unlikely ally of a police detective who suspects the cyberlink is being perverted for an insidious and deadly purpose . 
",neut
"when he dumps her , the whole building turns on him . 
",neut
"a rather odd thing has just just occurred in the life of nerdy high school student peter parker ; after being bitten by a radioactive spider , his body chemistry is mutagenically altered in that he can scale walls and ceilings , and he develops a "" spider-sense "" that warns him of approaching danger . 
",neut
"but billy's not into him ^&#214 ; he's in love with sonny , a musician into sm . 
",neut
"during lunch , michael , plays his well-used race card to make victoria uncomfortable . 
",neut
"katie is a young girl who loves to climb . 
",neut
"the aftermath of a high school shooting leaves deanna cartwright ( erika christensen ) seriously wounded and nine others dead , including the perpetrator . 
",neut
"'nine dead gay guys' is the outrageous but hilarious result of the ensuing caper as the lads begin the search for the elusive bed . 
",neut
"they come across each other again and want to make their fathers' wish come true , so they arrange for yoyo and cheung to meet in london . 
",neut
"a lapp woman anni gives a shelter to both of them at her farm . 
",neut
"when every one suspects that it is him , the trio then set out to find the culprit and find out more than they bargained for : the diary of tom riddle , why hagrid was expelled and what the chamber of secrets is and why is it so feared in hogwarts . 
",neut
"a lot of people go missing in his movie and nobody ever shows back up . 
",neut
"but billy still has memories of a wife who cheated on him . 
",neut
"paravasu is the elder son of the great sage raibhya ( mohan agashe ) . 
",neut
"but despite his looks of francis , he indeed is henry ( timothy bottoms ) , a man with a much better character than patricia ever could have dreamt of . 
",neut
"as they each play out their own con , the line between rescuer and executioner , betrayer and martyr become blurred and they must learn to trust each other in order to survive . 
",neut
"although initially repelled by simon , rose is determined to make him fall in love with her and succeeds . 
",neut
"a young woman ( thandie newton ) in paris is about to divorce her husband when she discovers . . . 
",neut
"niko prefers to pen his berlin tales on the counter of a funky bar behind the shark tank . 
",neut
"meanwhile , obi-wan kenobi continues to train the young jedi anakin skywalker , who fears that the jedi code will forbid his growing romance with amidala . . . 
",neut
"on their last night of high school life , six best friends vow to spend their spring break together . 
",neut
"when marisa's true identity is revealed , the two find that they are worlds apart , even though the distance separating them is just a subway ride between manhattan and the bronx . 
",neut
"where the trail ends , terror begins soft-spoken 15-year old leland fitzgerald ( gosling ) commits a seemingly senseless murder that shocks his community , affecting both his victim's family and his own . 
",neut
"the film is to be produced by jules , melina's husband . 
",neut
"this sets off a minor battle between the two for control of the fish supply . 
",neut
"then you remember where the bad dreams came from . 
",neut
"both will fight to the death not to give it to each other . 
",neut
"when jack rebuffs charlie's alcoholic advances , an enemy is born . 
",neut
"but they're also so much more , as you'll find out in deborah dickson's powerful and intimate documentary . 
",neut
"but when he discovers the lake is known as the home of a mythical creature , mac makes it his mission prove there's more to the myth than just legend . 
",neut
"together , they work through their mutual mistrust and their shared grief over the death of carlos' mother rosario . 
",neut
"they all try to cope with the situation - he has only three weeks left , and you don't argue with a dying man . 
",neut
"after returning home from a two week trial in chicago , rachel bishop ( rachel nord ) finds her sister emily bishop ( nancy walters ) missing . 
",neut
"as the sisters approach the end of an era , and the end of an order , they search their souls in an examination of their life's work . 
",neut
"a shy aristocratic english woman falls in love with a dashing younger artist and then rejects him fearing what society may think . 
",neut
"mary goes to live with her beautician cousin in a crowded apartment , and begins to lose heart . 
",neut
"another more vicous gang known as the vipers is a possible threat to leon and bobby's efforts . 
",neut
"he is increasingly tormented by his conscience as the new order of the day is revealed . 
",neut
"but too late or otherwise , love at first sight is exactly what happens . 
",neut
"young cop kong yat hong ( karen mok ) and her partner mark are put on the case . 
",neut
"he asks for the help of his arch-nemesis , dr . hannibal "" the cannibal "" lecter , so that he can be able to catch "" the tooth fairy "" and bring him to justice . 
",neut
"max is surrounded by treachery and can trust no one , including natalie , the dangerously beautiful cia agent assigned to watch over him . 
",neut
" "" cold mountain "" tells the story of a wounded confederate soldier named inman ( jude law ) who struggles on a perilous journey to get back home to cold mountain , n . c . as well as to ada ( nicole kidman ) , the woman he left behind before going off to fight in the civil war . 
",neut
"ruby falls in love and becomes impregnated by sandy , a xerox shop worker . 
",neut
"his loyal assistant is killed and he is framed with the evidence at the chinese border by the chinese military and u . s . drug enforcement agency . 
",neut
"for his drug is not dope or crack or smack . . . 
",neut
"separated from his wife , louis will be given the opportunity to find out what is most important . . . 
",neut
"to spite the hated infidel ways of her father , she has settled into a complacent relationship and is struggling ( not too hard ) with issues of fidelity to her kind but unexciting husband . 
",neut
"a documentary examining the december 2nd , 1999 assassination of microsoft ceo bill gates in los angeles , and the group of key players seeking to unravel the mystery of his alleged assassin as well as the circumstances surrounding his death . 
",neut
"nothing makes this woman happy , including her wealthy but passive husband ( tony ) , a pharmaceutical kingpin . 
",neut
"the only way to find out though what really happened is to enter the site itself . . . 
",neut
"a dozen years later we find west is an inmate at a forbidding old prison . 
",neut
"it deals with fascistic pseudo-darwinism and artificial corruptability , with the makers of kulturfilm who put their avant-garde narrative , filmic and editing techniques to the service of fascism . 
",neut
"the task of stopping them falls to young detective danny berdan , a man not afraid of bending rules to apprehend his prey . 
",neut
"one day , lilja falls in love with andrej . 
",neut
"regulus features recently declassified footage , as well as interviews with the submariners , rocket scientists , and test pilots involved in the development and deployment of the weapon . 
",neut
"in a future where emotion and desire have been wiped away by an unshakable new narcotic , society exists simply to provide a constant source of the drug . 
",neut
"max and his men torture jose and threaten to kill him if he doesn't turn it over . 
",neut
"based on brett easton ellis's novel , the story deals with a drug dealer at a vermont school , who becomes entangled in a love triangle with a girl whom he likes , but he sleeps with her roommate , and a guy who has a crush on him . 
",neut
"the two engage in a spirited and acerbic dialogue - meanwhile accomplishing nothing . 
",neut
"while fighting to save themselves , they must prevent petrov from getting a stolen computer chip containing the international banking codes for the new euro . 
",neut
"what kind of advice would they receive from family , friends , neighbors , and folks at the corner deli ? 
",neut
"on their way back , they drive through death valley . 
",neut
"soon it's not just harry who is worried about survival , as dreadful things begin to happen at hogwarts . 
",neut
"these efforts lead inez to concoct a desperate scheme involving murder , betrayal , and escape . 
",neut
"the second part of aki kaurism&#228 ; ki's "" finland "" trilogy , the film follows a man who arrives in helsinki and gets beaten up so severely he develops amnesia . 
",neut
"seven years later , alan is given a second chance , a reunion with tommy and the opportunity to set things right . 
",neut
"it is 1492 , and spain has decreed that all jews must either convert to catholicism , go into exile or face trial and execution . 
",neut
"an alcoholic ex-school teacher takes a job watching security cameras in the same house . 
",neut
"as it spreads among the friends , their true feelings and personalities emerge as they struggle to survive the virus and each other . 
",neut
"in a post communist eastern european country in 1996 the food prices are outrageous and times are tough . 
",neut
"within the drama , another of the principal persons is a corrupt cia agent sands who at that time , demands retribution from his worst enemy in order to carry out the drug lord's uprising against the government . 
",neut
"jim finally proposes to michelle , and both families gather for their upcoming wedding . 
",neut
"the director films a story of an immigrant actor who struggles with his religious and sexual identity in the new land . 
",neut
"when rebecca went away to college john thought webcams would help them keep in touch . 
",neut
"writer/director steve oedekerk uses contemporary characters and splices them into a 1970s kung-fu film , weaving the new and old together . 
",neut
"he returns to chris who then sends him with the money he got from the drugs , to an old racist drunk gunrunner named harry , to buy a gun . 
",neut
"his plan goes awry , however , when the group is forced to work for a drug ring . 
",neut
"in verifying information , she interviews the narrator and becomes his lover . 
",neut
"her dream fades away - until she discovers that the money was hidden in the heel . 
",neut
"katie's father's injury comes back to haunt him and he finds himself paralyzed from the neck down . 
",neut
"five office workers are taken hostage by shy colleague neil ( ned dennehy ) , and his evil hand puppet morgan . 
",neut
"ryan plays a lonely new york woman who discovers the darker side of passion after becoming involved with a tough homicide detective who is investigating a series of murders in her neighborhood . 
",neut
"this is the story of samantha martin aka the hottest scariest sexiest writer in the sf/fantasy biz . 
",neut
"an abusive and often intoxicated man , john rules the household , and though his attacks on steve result in emergency hospital visits , cheryl's loyalty is to her boyfriend . 
",neut
"pero alargando la mano ya no consiguen dinero suficiente y salva decide aprovechar el ambiente general y hacerse pasar por un nuevo mes&#237 ; as . 
",neut
"when fowler introduces pyle to his beautiful young vietnamese mistress phuong ( hai yen ) the three become swept up in a tempestuous love triangle that leads to a series of startling revelations and finally - murder . 
",neut
"when he tries to grant everybody what they want , turmoil ensues . 
",neut
"in the end , they confront an unparalleled horror , with the fate of the world in the balance . 
",neut
"an astonishing feat for a major star let alone a 27 year old from pickum , south carolina who only two years ago was sleeping in a cardboard box in the back alleys of detroit with her mother , connie , and her uncle clutch , while playing guitar on the streets for spare change . 
",neut
"a series of surprise events further obstructs their relationship , but tobias perseveres . 
",neut
"making matters worse , vince is having trouble discerning reality from memory . 
",neut
