text,sentiment
"born in eastern europe , tobias grew up in poverty , the son of a thief , beggar and prostitute . 
",neut
"his only-way-out is to create for himself a new identity franklin mann one without the doubt , pain or guilt . 
",neut
"two pairs , each married for quite a long time , are living in a small east german town . 
",neut
"during the course of the night each of the friends comes to terms with their lives and relationships and how they are not whom they thought each other was . 
",neut
"starting off small , dealing to the high school and college market , kilo discovers the drug business to be very profitable . 
",neut
"when kanna comes back from nagpur both the persons he loved the most rupi and ghisu are not there for him . 
",neut
"claire soon learns that to navigate the military justice system , she'll need help from the somewhat unconventional charlie grimes ; meanwhile , claire's sister , jackie , is falling in love with wet-behind-the-ears lieutenant embry assigned as the official defense lawyer . 
",neut
"the result is a high-stakes mystery , where everyone seems to know exactly who is most guilty . 
",neut
"arjun is already the number one person on several men&#180 ; s hit lists and must overcome this and everything he encounters on his hunt . 
",neut
"it is dawn on the morning of the vernal equinox . 
",neut
"young nicholas and his family enjoy a comfortable life , until nicholas' father dies and the family is left penniless . 
",neut
"loss is a film eulogy for six firefighters who died in the collapse of the world trade center , sept 11 2001 . 
",neut
"he can do anything but when he discovers others in buffalo who are praying , he learns that maybe this job of being god isn't really that easy . 
",neut
"leaving her successful career and las vegas forever in order to build her family in a healthy environment was since long prevented by katherine hiller ( barbara carrera ) , her discoverer and business manager . 
",neut
"joe is beaten up by some of johnny's buddies as a sign to leave him alone , and with this final act of freedom , johnny leaves the world of pool-sharking . 
",neut
"toledo arrives home and has a long conversation with ana , who constantly manifests a ridiculous desire of 'going out for a drink' . 
",neut
"emerging from the human psyche and showing characteristics of abstract expressionism , minimalism and russian constructivism , graffiti removal has secured its place in the history of modern art while being created by artists who are unconscious of their artistic achievements . 
",neut
"this includes punishment for delivering a baby in the prison cell while all of the prison staff has taken shelter during an iraqi bombing . 
",neut
"they plan it the way laurel and hardy might plan a bank robbery , or perhaps the marx brothers . 
",neut
"the rabbi refuses , but gives goldman peculiar advice on how to do away with her , setting into motion a series of unexpected events . 
",neut
"some , like the inmate philosopher , 451 , see the evil of their ways and repent , doing the best to keep their humanity . 
",neut
"she hires karl to find her missing sister and karl soon finds himself drawn into a world of half-truths and lies as his simple missing-person case develops into a murder case that quickly becomes international in scope . 
",neut
"the ensuing battle was one of the most savage in u . s . history . 
",neut
"in doing so , he learns that the conventional answers of easy availability of guns , violent national history , violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage . 
",neut
"our america is the true story of two bright and ambitious chicago teenagers who , living in one of the worst inner-city neighborhoods in the country , get a chance to become reporters for npr . 
",neut
"he blows her off at every opportunity to cuddle with flight attendants . 
",neut
"surrounded by a bevy of adoring but completely wrong for her men ( and one dead girl from manchester ) , chance has to pick her way through her messy life in order to figure out which guy is "" it "" . 
",neut
"then after rumers spread that he was a communist he was blacklisted from hollywood forever . 
",neut
"when simone agrees to a blind date with oliver at the hottest restaurant in town , she doesn't have high expectations of the evening . 
",neut
"brian knows that tonight the evil has finally come to claim him . 
",neut
"a theme park owned by a man named , mondavarious . 
",neut
"as he experiences each aberration , the artist enters an almost trance-like state , during which he paints what he sees . 
",neut
"blake falls in love with melinda but the master compels blake to marry ariel against his will to keep him away from melinda his kept woman . 
",neut
"a blind girl gets a cornea transplant so that she would be able to see again . 
",neut
"'broadway' tells the stories of these legendary performers , composers and writers while illustrating their tales with amazing , rare , archival performance footage and these legends' own home movies and photos . 
",neut
"that is , until the villainous captain hook mistakes her for wendy and abducts her to never land in an attempt to lure and capture peter pan . 
",neut
"she quickly makes friends with paul taylor , a witty mormon student filmmaker who finds jenny's ambitious dream to be the subject for his next film project . 
",neut
"unsuspectingly they step into an arena where nothing is business as usual . 
",neut
"the action is captured inside an eclectic , three-story craftsman - itself serving as a central character to the story . 
",neut
"one day , a girl walks into his store , who looks like larry's lost love from morocco . 
",neut
"the driver finds himself in a dangerous , yet highly political situation ; this time being pursued by a helicopter gunship while carrying a passenger with a suitcase . . . 
",neut
"will they be able to finally destroy the tall man for good ? 
",neut
"no ten&#237 ; a que enfrentarse con la estrategia y potencia de un ej&#233 ; rcito enemigo , sino con el jolgorio de grandes masas que invadir&#237 ; an el territorio con panderetas , risotadas e histeria . 
",neut
"dr . tess coleman ( jamie lee curtis ) and her fifteen-year-old daughter , anna ( lindsay lohan ) , are not getting along . 
",neut
"but then there came toni , an intriguing photographer that seemed to see inside his soul . 
",neut
"and yet , as we discover , these kids are smarter than their actions would let on . . . 
",neut
"the theme of the film simultaneously addresses the similarities between the two factions of law and crime while revealing the similarities between the two brothers . 
",neut
"for anni they are not enemies , but just men . 
",neut
"john roper , ( bruce mathews ) a disillusioned vietnam vet and ex-drug dealer travels through the orient to get spiritual . 
",neut
"the planet however is populated by murderous psychopaths who kill two of the astronauts right away . 
",neut
"deacon , matt and fred will do anything for even a glimpse of sex and spend their mornings pirating porno movies from fred's after school job at the video store . 
",neut
"suffering from his flashbacks , vince doesn't realize that ellen has also disappeared from the cemetery , right before his eyes . 
",neut
"some of his most popular work was when he played "" johnny wadd "" private detective . 
",neut
"their assignment : using equal parts skill and humor , catch arnold gundars , one of the world's most successful illegal arms dealers , and foil his treacherous plans for the plane . 
",neut
"dizzy harrison is an unpopular , high school geek going through a hellish senior year . 
",neut
"three hungover penrith boys conspire to break up a couple on high street when one of the mates is smitten by one of the pair . 
",neut
"a film crew travels to the austrian alps near the ( former ) yugoslav border to film three extreme sports enthusiasts being chased down by an avalanche for a commercial . 
",neut
"engaging peter is the story of peter , a struggling documentary filmmaker who has resorted to shooting weddings for rent money . 
",neut
"before parting , werner promised his friend that the disease wouldn't have the last word . 
",neut
"what was to be a modest profile turns into a intimate four and half year chronicle of stevie , his broken family , the criminal justice system and the filmmaker himself , as they all struggle with what stevie has done and who he has become . 
",neut
"narrated by james ellroy , stan brakhage , and dr . roy menninger . 
",neut
"but jim's team , knowing their coach is a great ball player , makes a deal with him : if they win the district championship , they want jim to try out for a major-league organization . 
",neut
"shy tonho dreams of being successful , but misses his family and brazil . 
",neut
"albert is goaded by the other prisoners in the cells around him into telling the story ( in flashbacks ) of what happened when he encountered prisoner mark david chapman , the man who killed john lennon . 
",neut
"the new code has the ability to mutate and adapt to any computer environment just like organisms can adapt . 
",neut
"over a fourteen year period they were the heartbeat on every hit from motown's detroit era . 
",neut
"with his signature sense of angry humour , activist filmmaker michael moore sets out to explore the roots of this bloodshed . 
",neut
"she drags along her best friend marie ( jenny ) , and marie's boyfriend sean ( john ) and kid brother scott ( jonathan ) . 
",neut
"the next morning , their friday gets freaky when tess and anna find themselves inside the wrong bodies . 
",neut
"horace seeks the repair of his masculine identity damaged by a partner who won't make love to him . 
",neut
"it can become even more complicated when the visit is a most unusual homestay with three single , american men with extremely diverse and . . . unique personalities . 
",neut
"the film documents the band responding to the twists and turns of the recording industry , rehearsing for their tour , preparing for their debut concert at the grand ole opry , charting the course for their career with their managers , and living every-day life on the farm where they reside in rural tennessee . 
",neut
"seeking a microscopic camera that could be incorporated into his artificial eye so he could secretly film whatever he sees , the filmmaker explores the futuristic technology that could make this possible , while revisiting chapters of his own past . 
",neut
"a few days later , during the ancient festival of samhain , a group of american university students moves in a beautiful cottage , surrounded by a lush forest and a majestic lake they are here to learn about the rituals of the ancient druids and other celtic legends . 
",neut
"this doesn't go down well with his superiors and they decide that rajput is now a liability to the bank and they sack him . 
",neut
"at the age of 25 , tiz is considered a survivor . 
",neut
"though the bosses killed his father , he is loyal to them and is considered family . 
",neut
"all hell breaks loose when otis tries to help mark outwit his sleazy bookie , setting into play a strange turn of events . 
",neut
"cathy , a young and innocent freshman , had a crush on senior hunk , nick , the campus' basketball star . 
",neut
"unfortunately , stiles has bought off a crooked sheriff who intends to make the trip very difficult for red . . . 
",neut
"passing himself as a single father , he starts to meet a string of single mums , confident in his ability to leave them behind when they start to ask for a commitment . 
",neut
"unhappy father of a draining family he has no controls whatsoever over his life . 
",neut
"ronnie schwann , a young man regarded as "" slow , "" has affections for sarah , a young woman who stays at hope house , a facility for the mentally ill . 
",neut
"davey stone , a 33-year old party animal , finds himself in trouble with the law after his wild ways go too far . 
",neut
"they continue with all the same characteristics trademarks of the shin-hyun serial killings . 
",neut
"claire has a great job , great friends , and a great marriage . 
",neut
"it is said that when the devil wishes to take a mortal soul , he'll walk the earth in the guise of a child for they are pure of heart . 
",neut
"wanted : lost soul to look after 4 woman . 
",neut
"it is late at night in a foreign land . 
",neut
"undercover fbi agent and former marine frank castle ( jane ) is devastated when his wife and children are killed when they accidentally witness a mafia hit , and with nothing left to lose , decides to dedicate himself fully to the eradication of crime ( organized and otherwise ) from america , as an army , assassin , judge and jury all rolled up into one man ( and a whole lot of guns ) : the punisher . 
",neut
"on their last night of high school life , six best friends vow to spend their spring break together . 
",neut
"in the story , he is weary of being kept within the walls of his father's ( and soon to be his ) kingdom . 
",neut
"shae is about to return to bed when she hears water running in the bathroom . 
",neut
"he must fend off beings that seek to gain control over the mysterious black mass . 
",neut
"but craig wants to be boyfriends , while gary has other issues . 
",neut
"but after sigmund freud's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings . 
",neut
"she has returned to her family's house in greece after many of her friends and family members have died over the years . 
",neut
" "" all for nothin' "" is their story of love , forgiveness and redemption . 
",neut
"josh is about to turn 30 ; he's mentally retarded , and likes to play at being a vampire . 
",neut
"after military service in the gulf war and the former yugoslavia , he returned to his inner city neighborhood to teach at the toughest school in town . 
",neut
"second in a three-part anthology on relationships between humans and aliens . 
",neut
"the story is set during the american revolution in the late 1700's , when america fought for it's independence from britain . 
",neut
"meanwhile , wolverine heads north to investigate his past . 
",neut
"after their past experiences , they know they're condemned but they never once imagined what awaits them . . . 
",neut
"in 1650 , capt . jameson macaulay has decided to remarry and returns to his castle to take down his deceased wife's portrait . 
",neut
"his plans go awry , however , when his older brother , keith , returns from prison . 
",neut
"would anyone believe mary and joe's claim to abstinence ? 
",neut
"the tenement is a four story anthology that in which each of its characters live within the same building and walk a fine line between good and evil . 
",neut
"robert de niro plays a therapist who is an obsessive-compulsive agoraphobic and hasn't left his apartment in six years . 
",neut
"are the experiences of the main character profound , or simply routine ? 
",neut
"to forever is a haunting story full of suspense , tears and laughter . 
",neut
"one ( logue ) does it for the love of comics , while the other shop , run by a husband-and-wife team ( rapaport and lyonne ) are in it strictly for the money . 
",neut
"then there's nicole , who gets her orgasmic intimacy watching chan every night . 
",neut
"otjen is helming the pic , holly mosher produces . 
",neut
"the couch - considered holy because certain hasidic rabbis had slept on it - survived wwii and is in the filmmaker's great grandfather's house in rohod , a northeast hungarian town . 
",neut
"poets is essentially a travelogue of the british isles , juxtaposed with an anthology of classical and contemporary verse , macro-cosmic in scope , microcosmic in its singular intensity . 
",neut
"meet a struggling young citizen of our chaotic attention deficit world : lizzy lyons . 
",neut
"this peculiar love story exposes lilli's internal bouts and her nightmarish "" bad luck "" . 
",neut
"this backfires when katie innocently reagles her school with her inside knowledge of carnal pleasures . 
",neut
"sumo is not only the national sport of japan but a centuries-old cultural treasure that is literally part of the shinto religion . 
",neut
"his attention settles on alicia browning ( busy philipps ) , a darkly troubled outsider who , as the only person present throughout the entire incident , is both the key witness and a possible suspect . 
",neut
"after confining herself in her home for two months , to rehabilitate , physically and mentally , she is persuaded by friends and family to get out of her inner prison and face the world . 
",neut
"a portrait of a generation that has evolved into individuals and lost respect for the gift of love . 
",neut
"lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel . 
",neut
"the ragtag crew battle their way to galveston , with the mob and authorities in close pursuit , and an uncertain destiny awaiting them . 
",neut
"the film is a poignant story about a unique relationship between a grandfather and his grandson before the boys bar mitzvah . 
",neut
"the film shows the relationship of the couple in love mid hope , difficulties , and misencounters in a beautiful and violent metropolis . 
",neut
"her loving parents feel helpless as they watch their daughter suffer . 
",neut
"these were the first boats to perform deterrent patrols in the history of the navy , and they did it during some of the most crucial moments of the cold war including the 1962 cuban missile crisis . 
",neut
"outside , another man sits by the door keeping vigil . 
",neut
"in a reciprocal effort , celebi uses his power and transports itself and sam to the present , ash ketchum's time . 
",neut
"the whole crew has come to depend on his realizing it . 
",neut
"tor loves jessica but his life has got stuck in a rut . 
",neut
"it is story of an innocent boy ( krishna ) . 
",neut
"and while bruce is getting everything he wants , he has been ignoring his girlfriend , grace and loses her . 
",neut
"but this time , they're gonna have to face both the police - and the mafia ! 
",neut
"he stands at the window and struggles to understand why his mother will not stop smoking , even after being diagnosed with emphysema . 
",neut
"thornton stars as a man who is free after serving 19 years for killing a teenager during an attempted robbery . 
",neut
"now a new terminaor whos has power over all machines , has been sent back to kill him , the terminatrix or t-x ( kristanna loken ) who doesn't require weapons as she has a laser cannon on her hand and is capable of turning herself into machinery . 
",neut
"in jail she finally meets tabloid darling velma kelly , currently receiving huge media attention for the double murder she committed earlier in the tale . 
",neut
"it passes through a broad cross-section of iranian society , stopping with a pickpocket , a pomegranate seller , an abortionist , an estate sale , a beggar , a college student , a wedding reception , some musicians , smuggling rings , and some new year's revelers . 
",neut
"yeah , she's been hanging with some pretty freaky people and she's tired of their crazy scene and wants out . 
",neut
"this is the story of a deaf mute who is laid off , and his sister , who requires a kidney transplant . 
",neut
"a retired army colonel and veteran of three wars , rescorla was killed in the september 11 , 2001 attack on the world trade center , during which he saved the lives of thousands of wtc employees at the cost of his own life . 
",neut
"an l . a . artist ( mark ruffalo ) with everything seemingly going for him suddenly finds a change in his life when an art curator cancels his upcoming one-man show . 
",neut
"two hard-boiled detectives ( blair brown and joe grifasi ) and an oddball pathologist ( dylan baker ) investigate a severed hand found in a laundromat - and the results aren't pretty . . . 
",neut
"the story of j whose goal is to be world master at playing nintendo . 
",neut
"in this debut short , meeper valiantly tries to warn the patrons of the ale-e-inn ( an intergalactic watering hole with its own constellation of stars ) of impending danger , only to find himself face-to-face with the most fearsome creatures in the galaxy . 
",neut
"three friends trace their relationships with each other and learn about themselves in the process . 
",neut
"she's desperately on the prowl for a man , but since she's more mouse than cat , she get's herself into scrape after scrape in her screwball pursuit of love . 
",neut
"watching the so-called powerful falling on their own petards is a venal pleasure , yet it also serves as a life lesson . 
",neut
"told in one fluid shot , a tale which floats like a dreamlike journey through the majestic spaces of the hermitage in st . petersburg , engaging real and imagined characters from russian and european history . 
",neut
"the super 16mm black and white film was shot in a remote farm in argentina . 
",neut
" ( hamlet ) privilege seeks to produce a subliminal confrontation with its ever-shifting subject matter , much as the body is reputed to create vortexes of healing and repose in response to traumas . 
",neut
"paravasu is the elder son of the great sage raibhya ( mohan agashe ) . 
",neut
"throughout this time , their lives have been entwined with the fate of aboriginal people during times of war , disease and controversial government removalist policies . 
",neut
"it also touches on the encroachment of christianity brought by the missionaries , which is at odds with mepe's tribal and traditional roots . 
",neut
"arcangel gets a message from his brother telling that their father is very sick . 
",neut
"the ultimate forms of hell are about to be unleashed on earth once again . 
",neut
"romy jumps on board with eagle , and takes command , as the pair rescue each other in a tense and action-packed scene . 
",neut
"a sexy urban comedy about how a guy who is addicted to watching pornography discovers love is stronger than fantasy when he meets and falls in love with the girl of his dreams . 
",neut
"when carlitos is released after doing 2 years of "" hard time "" , he attempts to redeem himself and sets an example for his 5 year-old son . 
",neut
"yeh kaisi mohabbat ( ykm ) is a romantic thriller . 
",neut
"their only solid lead seems to be joanne , a young prostitute , whose own baby provides a link . 
",neut
"the ringwraiths return in an even more frightening form . 
",neut
"william hundert , a retired "" old-school "" classics teacher is passionate about his subject . 
",neut
"he confesses to committing a series of particularly horrifying murders of exclusively female victims . 
",neut
"beginning with the fundamental principle that the exercise of violence against civilian populations is terror , regardless of whether the perpetrator is a well-organized band of muslim extremists , or the most powerful state in the world . 
",neut
"an arrested drug kingpin is transported by a los angeles police department swat team led by jackson's character out of the city and into federal custody . 
",neut
"they are abruptly sidetracked when dara accidentally runs over someone on a lonely country road and wrongly takes the blame . 
",neut
"the two meet after years of separation when clara returns to the barrio to visit her father , roman ( ricky davao ) . 
",neut
"first day on job publicist , a whisky drinking headbanger , a pimp from the ghetto , and a psychiatrist on crack end up in a barstow county desert with a corps and an "" a "" list celebrity who is hallucinating apes after drinking a soda contaminated with bug killer . 
",neut
"they've known each other since they met as children , when both discovered hip-hop for the first time . 
",neut
"on a concert tour in india , they marry at a secret and romantic ceremony without any press attention . 
",neut
"the rebellion against sauron is building up and will be led by gandalf the white ( sir ian mckellen ) , who was thought to be dead after the balrog captured him . 
",neut
"while she is away a strange man with an axe comes into the motel room and attacks matt . 
",neut
"when she is discovered stealing money from the hotel , she turns to her friend zidanes for help . 
",neut
"rebecca falls in love with lukas and soon feels more comfortable in the commune than she does at home . 
",neut
"this film was shot during two trips that majid majidi took in western afghanistan in 2001 and 2002 . 
",neut
"driven by romantic illusion to join the french foreign legion , simon learns what it truly means to be a hero . 
",neut
"he follows a new suspect , huh , and eventually catches him in the act of brutally murdering a woman in a crowded techno bar . 
",neut
"a dark and quirky comedy set in an eccentric north london jewish old age home , paradise grove revolves around a dysfunctional family comprising 79-year-old izzie goldberg , determined to die with dignity , his daughter dee perry , a mixture of traditional jewish mother and child of the sixties , and her teenage son keith , who's half-black and half-jewish , and understandably undergoing an identity crisis . 
",neut
"it is not until the story reaches its conclusion , does the old man discover the surprising truth about his son and himself . 
",neut
"michael , an obessive compulsive real estate dealer who enjoys "" the younger set . "" 
",neut
"the kids go through many adventures as a result of taking the flag home . 
",neut
"matters become even more complicated when juwanna realizes that he is falling for his teammate michelle ( vivica a . fox ) , who shows him that there is more to women than meets the eye . 
",neut
"shown as an episode of "" the south bank show "" . 
",neut
"the man's life is thrown into jeopardy when a teenage boy escapes with the only key to the dealer's merchandise , leaving him little time to finish the deal , find his daughter and make it out of the country alive . 
",neut
"at the last minute a cyber-friend arrives to join the battle . 
",neut
"mary is an 18-year-old high school senior , and joe , her fianc&#233 ; , is 23 , working hard to get techweb established as an internet consulting firm . 
",neut
"the only way around this is using illegal simulated identity implants ( sims ) . 
",neut
"they don't realize until it is too late that the party they are having is , in fact , a wake . 
",neut
"to ease their roommate ( selma blair ) through a relationship-induced depression , cameron diaz and christina applegate take her out on the town . 
",neut
"leader of the pack luck ( danny lopes ) , fueled on major hallucinogens , transports the gang to the reverend's isolated house where the basis of the second plot has been set simultaneously . 
",neut
"the end of innocence has already begun and a new path , dark and hopeful , stands waiting like the ships beyond her window . 
",neut
"the story takes place in rural vermont , against the backdrop of the state capitol , where civil union laws are being debated along with gun control and dwis . 
",neut
"wishing to free himself more firmly he locks himself into d&#233 ; pendance and lack of power . 
",neut
"they share their drugs and bodies , and beg or steal whatever they have to in order to get by . 
",neut
"gerry's daughter , mattie , accidentally prints out a dna code that in the wrong hands can end the human race . 
",neut
"back in france , werner recovers a taste for life and adrien returns to his solitary lifestyle . 
",neut
"he holds her prisoner while awaiting the surgery , but she escapes and hides out until she raises enough money to flee to the u . s . when she arrives in new york , she is placed in a detention center . 
",neut
"in 1949 , laura brown , a pregnant housewife , is planning a party for her husband , but she can't stop reading the novel 'mrs . 
",neut
"urban ground squirrels is the hilarious tale of love , friendship , and experiences set against the battlefield of a modern college campus . 
",neut
"ben rubin , a young israeli internist vying for the position of surgeon , learns that his internship has been terminated and he has been chosen to accompany abraham lazar , the hospital administrator and his wife , dori on a trip to india . 
",neut
"he led a bleak life , stuck in a boring routinity created by his ambition to become a sucessfull producer in one jakarta's leading tv station . 
",neut
"based on nick hornby's popular british novel , about a boy is a comedy-drama starring hugh grant as will , a rich , child-free and irresponsible londoner in his thirties who , in search of available women , invents an imaginary son and starts attending single parent meetings . 
",neut
"with a court martial to keep visser and the germans distracted , mcnamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant , enlisting the unwitting help of young lt . tommy hart . 
",neut
"the feeling of each vision changes drastically as does the way the son looks and acts . 
",neut
"two sisters aged six years , no sooner see their remaining parent buried when they are torn apart . 
",neut
"a fish-out-of-water comedy about a talented street drummer from harlem who enrolls in a southern university , expecting to lead its marching band's drumline to victory . 
",neut
"as an additional inducement , the queen holds out to butch , the promised return of the hostaged claudia , a beautiful and feisty femme , who is not about to sit idly by awaiting rescue ! . 
",neut
"amongst the excitement of rediscovering old friendships , no one minds that a snowstorm has cut them off from the rest of the outside world . 
",neut
"partnered with the sassy , stunning sistah girl , our hero must first undergo the ultimate attitude adjustment and trade in his 'fro and platforms for tennis sweaters and penny loafers . 
",neut
"then the next day he finds out that the previous night his mother actually died in a car crash . 
",neut
"who is murdered &#38 ; who is the murderer . . . 
",neut
"harry potter ( daniel radcliffe ) returns to hogwarts school of wizardry for his second year . 
",neut
"the dea finally convinces the chinese military that robert may be of more help to them outside jail by leading them to the real smugglers . 
",neut
"the men are reasonably challenged with the the bizzare situation . 
",neut
"enough to ensure adrien's family's future and to give werner one last opportunity to face death head on . . . 
",neut
"love , politics and intrigue intermingle in this taut retelling of graham greene's classic tale of a disillusioned british journalist , an idealistic young american and the beautiful vietnamese woman that comes between them in 1950s saigon . 
",neut
"a demand for money is made and the men wait for payment . 
",neut
"they are soon off going from one strange adventure to another . 
",neut
"blessed encompasses the lives of four women who are inescapably involved in a brothel at the centre of the plot . 
",neut
"the four girls are teased and discriminated against by their other colleagues and are finally fired by their beautiful , evil boss christine . 
",neut
"his loving wife maya vows to help get him out of jail . 
",neut
"ron launius ( josh lucas ) , billy deverell ( tim blake nelson ) , barbara richardson ( natasha gregson wagner ) and joy miller ( janeane garofalo ) were brutally murdered , and ron's wife susan ( christina applegate ) was left in critical condition . 
",neut
"steven's outlandish plan inevitably backfires , and hilarity ensues as they fall for each other but are unable to express their true feelings . 
",neut
"the third , roger corman , flees to the alien countryside where he decides to begin a violent quest to find out the truth behind his mission . 
",neut
"rio danisworo ( marcellius siahaan ) is a rigid "" all about business "" young profesional . 
",neut
"taylor williams iii , a wealthy seventeen year old meets his dream "" lavender "" girl ( mandi carson , who comes from a lower-middle class ) for the very first time at mr . dodson's business education class at seaport-greene high school . 
",neut
"now , kimberly , along with the other survivors , must find a way to save themselves . . . 
",neut
"ziyad repeatedly reassures her of his undying love , but family and social pressure , particularly his evil , meddling mother , gradually poison their happy relationship until the love , enthusiasm and humour of their early days soon take a tragic turn . 
",neut
"amelia is a jaded top model , nina is a midwestern innocent on her first trip , fernanda is a bisexual supermodel , ellie is the calm , sensible stylist . 
",neut
"after some time the son and daughter-in-law must depart , leaving the old man alone with his dreams and fading breath . 
",neut
"decades ago , the legendary james brown sold his soul to the devil for fame and fortune . 
",neut
"he finds a level of comfort in his old skin , and is able to finally get some sleep . 
",neut
"and if she's lucky , she may find love along the way . 
",neut
"los angeles' little tokyo's foremost studio photographer , miyatake smuggled a lens and film holder into the u . s . wwii camp he was incarcerated in and captured life behind barbed wire with a makeshift camera made of scrap wood . 
",neut
"killers , revolutionaries , big business , kids , family , god . 
",neut
"the aftermath of a high school shooting leaves deanna cartwright ( erika christensen ) seriously wounded and nine others dead , including the perpetrator . 
",neut
"boromir ( sean bean ) is dead , frodo baggins ( elijah wood ) and samwise gamgee ( sean astin ) have gone to mordor alone to destroy the one ring , merry ( dominic monaghan ) and pippin ( billy boyd ) have been captured by the uruk-hai , and aragorn ( viggo mortensen ) , legolas ( orlando bloom ) , and gimli ( john rhys-davies ) have made friends of the rohan , a race of humans that are in the path of the upcoming war , led by its aging king , th&#233 ; oden ( bernard hill ) . 
",neut
"his mission : to gather information on an organization that may just be planning the destruction of the world , led by the nihilistic yorgi . 
",neut
"however , he can only inhabit the body of a child for a short time . 
",neut
"at the height of hitler's infamous u-boat war , the crew of the u . s . s . 
",neut
"two american mafiosi , gino and settimo , take refuge in the glasgow cafe owned by their scottish/italian cousin . 
",neut
"the film's fly-on-the-wall technique succeeds in capturing the day-to-day existence of sister helen and the various residents of the home . 
",neut
"the fictional film "" the dragon "" tells the story of how a young boy , who's master is killed by a group of thugs , grows up to avenge his teacher's murder . 
",neut
"a serial killer named shin-hyun gives himself up to police . 
",neut
"with some encouragement from tom ( paul bettany ) , the self-appointed town spokesman , the little community agrees to hide her and in return , grace agrees to work for them . 
",neut
"william winslow "" ( ron perlman ) , the chief psychiatrist at brookdale . 
",neut
"the mutation , however , remains dormant , and is passed on to his son , bruce . 
",neut
"each weekend they come back with nothing but a hangover . 
",neut
"raja also manages to go to malaysia with them . 
",neut
"adam fields is a rage-filled u . s . border patrol agent who often crosses the line in his job . 
",neut
"now , after having an encounter with a hollywood producer who got lost in virgil grove , is asked if he would like to come back to hollywood to direct a feature movie . 
",neut
"'stages' is the story of a day in the life of brad and scott , two actors who starred in a tv series twenty years ago . 
",neut
"and to make matters worse , he's been replaced by a man with a moustache ! 
",neut
"so in order for michael's quick and complete recovery , john takes the emergency room hostage until the doctors agree to get the transplant successful . 
",neut
"this was also a time , in the midst of a chaotic , decaying environment , when a man tried to cope with the loss of his former lover . 
",neut
"through a series of flashbacks , he is forced to face the fact that he has been unable to get her to quit smoking and probably never will . 
",neut
"in their fortuitous encounter , forged by fire , he makes peace with the past and she takes control of her destiny . 
",neut
"all of a sudden , one brings up the topic of her going to los angeles for a record contract audition . 
",neut
"when the popular , restless landon carter is forced to participate in the school drama production he falls in love with jamie sullivan , the daughter of the town's minister . 
",neut
"everybody , especially the police captain , refuses to believe nick's story , and soon the harbor will be filled with boats for the 4th of july celebrations . . . 
",neut
"for years he has been happy here , content and prolific , but now he is at odds with his work and is unable to paint . 
",neut
"with the help of another innocent prisoner ( richard harris ) , he escapes the island and proceeds to transform himself into the wealthy count of monte cristo as part of his plan to exact revenge . 
",neut
"they both get close to tun , a lonely youth with an unspecified illness . 
",neut
"stevie is already five minutes pregnant by her italian footballer husband . 
",neut
"he takes a job as a 4th grade substitute teacher at an uptight private school where his attitude and hijinx have a powerful effect on his students . 
",neut
"the story of mitchell , a ten-year-old african american who lives with his mom in a crack-infested hotel in downtown l . a . mitchell misses the school bus one day and quickly becomes the property of chris ; a suicidal drug dealer who might be losing his mind . 
",neut
" "" secondhand lions "" follows the comedic adventures of an introverted boy ( osment ) left on the doorstep of a pair of reluctant , eccentric great-uncles ( caine and duvall ) , whose exotic remembrances stir the boy's spirit and re-ignite the men's lives . 
",neut
"the lover literally searches the ends of the earth , the possessed child follows in the hopes that the lover will lead him to his quarry . 
",neut
"however , this task is going to be more difficult than he could ever have imagined . 
",neut
"still , she doesn't want anyone , not samantha , not the cops and , most importantly , not her beloved dad , to come down on her . 
",neut
"paro's world crashed knowing that her devdas would be gone and she lit a diya , for it signified the fast coming back of her loved one . 
",neut
"high powered lawyer claire kubik finds her world turned upside down when her husband , who she thought was tom kubik , is arrested and is revealed to be ron chapman . 
",neut
"in her confusion and grief , she finds consolation in the friendship of their african-american gardener , raymond ( dennis haysbert ) - a socially taboo relationship that leads to the further disintegration of life as she knew it . 
",neut
"sid , a sloth who never stops talking is left behind sleeping while everyone else begins the journey to the south . 
",neut
"maggie's daughter is kidnapped , forcing father and estranged daughter to work together to get her back . 
",neut
"this weekend-sized slice of college life follows the amusing escapades of adam parker and his three closest friends . 
",neut
"keith bennets ( mark thompson ) mother passed away a year ago , and he feels like he has moved on with his life , until one morning his mothers jewellery shows up on keiths bathroom sink . 
",neut
"suddenly , patricia becomes suspicious that this arrogant man can't be her beloved husband . 
",neut
"unfortunately , he no longer has the 10 million won required for the hospital to perform the operation . 
",neut
"the evening after his father's funeral , he meets the lovely paula , runs into her the next day , but is sure she'll never look twice at him . 
",neut
"together they find out , much to their horror , that all the housewives are strangely blissful , and somehow . . . 
",neut
"she ignores him and climbs the town water tower regularly . 
",neut
"but one day everything changes when a dog named lucky enters his life . 
",neut
"the quest takes him to the mountains of north carolina , the beaches of the dominican republic , the islands off of ireland , the gardens of japan and the holy land of india . 
",neut
"when she hears about her plan going awry , she collapses . 
",neut
